,name,type,rating,number_of_ratings,final_price,original_price,discount
754,A Naturalist's Guide To The Reptiles Of India,"English, Paperback, Das Indraneil",4.3,30,317,499,36
755,Self Study Guide For LLB Entrance Examination 2020,"English, Paperback, Arihant Experts",4.3,1089,311,420,25
756,Shakespeare's The Tempest (A.W. Verity Edition) Text Wi...,"Paperback, P.S. Latika, Xavier Pinto",4.3,90,190,300,36
757,Bharat Ka Prachin Itihas,"Fine Paperback, Hindi, Ram Sharan Sharma",4.1,99,234,299,21
758,32 Years' Chapterwise Solutions Cbse Aipmt & Neet Biolo...,"English, Paperback, unknown",4.5,2114,207,300,31
759,Nibandh-Drishti (Drishti Publications),"PAPERRBACK, Hindi, Drishti Publications",4.4,399,288,380,24
760,Bilingual Ssc Mathematics 1999-2020 Typewise Questions,"Paperback, Hindi, RAKESH YADAV",3.9,64,415,590,29
761,Jawahar Navodaya Vidyalaya Class 6 Entrance Exam Comple...,"Hindi, Paperback, Examcart Experts",4.1,21,300,309,2
762,"Adhunik Bharat Ka Itihas By Vipin Chandra, Indian Polit...","Paperback, Hindi, Bipin Chandra and M laxmikanth",4.3,607,638,979,34
763,Tatyancha Thokla Eknath Patil (Tatya) 2020 Aavruti -26 ...,"PAPAERBACK, Marathi, EKNATH PATIL",4.3,135,470,550,14
764,Set Of 3( Three )Classic Books,"Paperback, sapiens and stephens hawking",3.9,452,380,1228,69
765,Purvalokhan paryavaran and paristhitiki 2020 (2016-C),"Hindi, Paperback, SSGCP GROUP",4.4,166,145,150,3
766,Biology for Class 10 (2019 Exam) - Includes Model Test ...,"English, Paperback, Singh Lakhmir",4.5,2182,399,495,19
767,"Bhagavad Gita Bengali ( New Edition 2017,Hardcover )","Hardcover, Bengali, His Divine Grace A. C. Bhaktivedanta Swami Prabhupada",4.7,871,260,1000,74
768,A Brief History of Modern India,"English, Paperback, unknown",4.4,17881,250,390,35
769,Lucent’s Objective General Knowledge,"Paperback, Hindi, Neeraj Chand Chaudhry, Sanjeev Kumar",4.7,7,295,360,18
770,IAS COMBO Indian Economy By Ramsh Singh 10th Edition An...,"Paperback, RAMESH SINGH, MAJID HUSSAIN",4.2,441,508,1250,59
771,Principles of Agronomy,"English, Paperback, Reddy G.H. Shankara, Reddy T. Yallamanda",4.4,335,445,450,1
772,Ncert Exemplar Problems-Solutions Physics Class 11th,"English, Paperback, Experts",4.5,2836,96,150,36
773,Figuring the Joy of Numbers,"English, Paperback, Shakuntala Devi",4.3,261,250,295,15
774,"A Naturalist's Guide to the Trees & Shrubs of India, Pa...","English, Paperback, Sachdeva Pardeep",4.2,60,317,499,36
775,Magbook General Science 2020,"English, Paperback, Arihant Experts",4.3,1004,199,230,13
776,Mathematics For Class- 9 Secondary School By R S Aggarw...,"Paperback, R S Aggarwal, V Aggarwal",4.3,161,415,495,16
777,Rbd Chetak Patwar Book With Free Solved Paper,"Paperback, Hindi, SUBHASH CHARAN, DR. INDRA ASHOK",4.4,149,397,450,11
778,Civil Engineering,"English, Paperback, Gupta",4.4,7581,343,395,13
779,Sahyadri Police Bharti Sampoorna Margadarshak 2020,"Paperback, Marathi, Mr. Umesh Rupanwar",3.7,3,420,750,44
780,Gov.pharmacist Previous Year Questions Papers 3000+ Aut...,"Paper black, P.V.THORAT",4.2,138,285,399,28
781,A Naturalist's Guide To The Reptiles Of India,"English, Paperback, Das Indraneil",4.3,30,317,499,36
782,General Knowledge 2021,"English, Paperback, Manohar Pandey",4.2,458,76,120,36
783,The Complete Reference Manual for Cmat 2021,"English, Paperback, SK Sinha, S Satyanarayan, Col. JS Rana",4.6,45,499,735,32
784,Meditations,"English, Paperback, Aurelius Marcus",4.5,1241,350,499,29
785,Biology Class Xii (Ncert) A Textbook,"Paperback, Ncert",4.1,858,174,200,13
786,"Adhunik Bharat Ka Itihas By Vipin Chandra, Indian Polit...","Paperback, Hindi, Bipin Chandra and M laxmikanth",4.3,607,638,979,34
787,Nibandh-Drishti (Drishti Publications),"PAPERRBACK, Hindi, Drishti Publications",4.4,399,288,380,24
788,"A Thousand Splendid Suns (English, Paperback)","Paperback, Genric",4.7,3,153,499,69
789,Set Of 3( Three )Classic Books,"Paperback, sapiens and stephens hawking",3.9,452,380,1228,69
790,RRB NTPC(Railway NTPC) Kiran's PRELIM & MAIN STAGE-I & ...,"Paperback, kiran experts",4.1,78,350,395,11
791,Goals ( Marathi ),"Paperback, Marathi, Anuvad - Geetanjali Gite, Brian Trecy",4.4,21,210,250,16
792,Inner Engineering (Hindi),"Hindi, Paperback, Sadhguru",4.6,3625,142,199,28
793,SSB Interview: The Complete Guide ( Original & Complete...,"Paperback, Dr. N.K. Natarajan",4.3,886,223,235,5
794,Textbook of Pathology,"English, Hardcover, Mohan Harsh",4.4,1044,1390,4719,70
795,IAS COMBO Indian Economy By Ramsh Singh 10th Edition An...,"Paperback, RAMESH SINGH, MAJID HUSSAIN",4.2,441,508,1250,59
796,Family Law,"English, Undefined, Paras Diwan Dr.",4.3,177,460,550,16
797,Trigonometry for Jee (Advanced) - For JEE (Advanced) 3 ...,"English, Paperback, Tewani G.",4.6,95,391,549,28
798,Bharat Ka Prachin Itihas,"Fine Paperback, Hindi, Ram Sharan Sharma",4.1,99,234,299,21
799,My First Book of Patterns Pencil Control - Practice Pat...,"English, Paperback, unknown",4.4,1507,94,173,45
800,AMU Aligarh Muslim University B.Sc. Bachelor Of Science...,"English, Paperback, Arihant Experts",4.4,76,191,315,39
801,32 Years NEET Chapter-wise & Topic-wise Solved Papers P...,"English, Paperback, Disha Experts",4.4,1480,602,955,36
802,"A Naturalist's Guide to the Trees & Shrubs of India, Pa...","English, Paperback, Sachdeva Pardeep",4.2,60,317,499,36
803,S.Chand's Mental Mathematics for Class 4,"English, Paperback, Aggarwal R.S.",4.4,271,232,255,9
804,Mechanical Engineering,"English, Paperback, Khurmi R. S.",4.3,10868,459,650,29
805,CDS Maths : Fastrack With Shortcut Tricks,"English, Paperback, DDE",4.5,82,341,552,38
806,Mathematics for Class 10,"English, Paperback, Sharma R.D.",4.5,4957,535,545,1
807,Ncert Chemistry Part 1 And Part 2 For Class 12 Combo,"Paperback, NCERT",4.5,67,278,330,15
808,ISC Total English For Class - 12 According To The Lates...,"Paperback, Xavier Pinto, Pamela Pinto",4.5,103,290,295,1
809,Handbook Combo Set Pcm,"Paperback, EXPERT TEAM",4.4,189,488,795,38
810,Modern ABC Chemistry for Class 11 (Part I & II) Examina...,"English, Paperback, Jauhar S.P.",4.5,53,1255,1270,1
811,Ethics (Hindi) - Nitishastra with 1 Disc,"Hindi, Paperback, Sunil Agrahari",4.4,150,449,560,19
812,Errorless UPPSC General Studies Prelim Paper 1 - 10 Yea...,"Paperback, Disha Experts",4.4,62,108,210,48
813,The 48 Laws Of Power,"Paperback, robert greene",4.5,11,284,699,59
814,Geography Of India (The Gist Of NCERT) VI To XII Useful...,"Paperback, Mahesh Kumar Barnwal",4.5,418,222,425,47
815,Apke Avchetan Man Ki Shakti,"Gujarati, Paperback, Murphy Joseph",4.6,122,107,150,28
816,The Girl Next Door,"English, Paperback, Arpit Vageria",4.9,16,120,199,39
817,A Naturalist's Guide To The Reptiles Of India,"English, Paperback, Das Indraneil",4.3,30,317,499,36
818,Anthropology| 15th Edition| By Pearson,"Paperback, Carol R. Ember, Melvin R. Ember, Peter N. Peregrine",4.4,39,740,750,1
819,Bharat Ka Prachin Itihas,"Fine Paperback, Hindi, Ram Sharan Sharma",4.1,99,234,299,21
820,Tatyancha Thokla - 26vi Avrutti - PSI STI ASO - 2020 (M...,"Paperback, Marathi, EKNATH PATIL",4.3,256,474,540,12
821,Naraz,"Hindi, Paperback, Indori Rahat",4.5,279,152,175,13
822,Atlas India And The World,"Paperback, PREM SINGH MINA, DT. ANSHU",4.6,86,270,325,16
823,Introduction to Psychology,"English, Paperback, Morgan Clifford Thomas",4.4,1048,736,1009,27
824,Nibandh Drishti 2019,"Paperback, Hindi, Drishti Publications",4.5,593,268,360,25
825,"Adhunik Bharat Ka Itihas By Vipin Chandra, Indian Polit...","Paperback, Hindi, Bipin Chandra and M laxmikanth",4.3,607,638,979,34
826,Sumitra Tricky Mathematics,"Paperback, Hindi, Mahesh Mishra",4.0,231,200,205,2
827,Set Of 3( Three )Classic Books,"Paperback, sapiens and stephens hawking",3.9,452,380,1228,69
828,Complete NEET Guide Physics,"English, Paperback, unknown",4.4,1272,547,775,29
829,When Love Came Calling,"English, Paperback, Shenoy Preeti",4.6,509,119,199,40
830,Practice Book for Gate & Psus - Includes 2650+ MCQs,"English, Paperback, unknown",4.4,285,590,750,21
831,Selina ICSE Concise Mathematics For Class 10 (2020-2021...,"Paperback, R.K. Bansal",4.3,148,479,550,12
832,7 Varsh Upsc IAS/ Ips Mains Samanya Adhyayan Varsh-Vaar...,"Hindi, Paperback, unknown",4.4,612,179,300,40
833,IAS COMBO Indian Economy By Ramsh Singh 10th Edition An...,"Paperback, RAMESH SINGH, MAJID HUSSAIN",4.2,441,508,1250,59
834,TARGET MHT-CET Online Engineering Test 2020 - Past (201...,"English, Paperback, Disha Experts",4.2,136,179,240,25
835,Western Political Thought,"Paperback, O. P. Gauba",4.5,267,365,400,8
836,"A Naturalist's Guide to the Trees & Shrubs of India, Pa...","English, Paperback, Sachdeva Pardeep",4.2,60,317,499,36
837,Pride & Prejudice,"English, Hardcover, Austen Jane",4.5,1646,2049,2839,27
838,Bihar Samagrah ( Hindi ) Mains,"Paperback, Hindi, ASHISH BHARTI",4.3,148,179,290,38
839,NCERT CRUX for NEET (NTA) Chemistry | Volume 1,"English, Paperback, McGraw-Hill",4.9,19,345,415,16
840,Ssc Chsl Combined Higher Secondary Level 15 Practice Se...,"Hindi, Paperback, unknown",4.3,129,124,165,24
841,Ncc,"Hindi, Paperback, Gupta R.K.",4.4,451,170,210,19
842,After - A Wattpad Novel,"English, Paperback, Todd Anna",4.5,572,248,399,37
843,Mahesh Kumar Barnwal Bhugol 2020,"Paperback, Hindi, MAHESH KUMAR BARNWAL",4.4,267,280,425,34
844,Oxford English Mini Dictionary 7th Edition,"English, Paperback, unknown",4.3,4098,160,200,20
845,A Naturalist's Guide To The Reptiles Of India,"English, Paperback, Das Indraneil",4.3,30,317,499,36
846,Indian Army NER Soldier GD General Duty Recruitment Exa...,"Paperback, Yajvendra Yadav, Ram Singh Yadav",4.2,857,137,140,2
847,Textbook of DMLT 1st Year (HINDI),"Hindi, Paperback, SURABHI BANSAL",4.0,51,499,590,15
848,CRPF Paramedical Staff Exam Sub-Inspector (SI) Staff Nu...,"Paperback, A panel of Authors",3.9,78,407,440,7
849,"Adhunik Bharat Ka Itihas By Vipin Chandra, Indian Polit...","Paperback, Hindi, Bipin Chandra and M laxmikanth",4.3,607,638,979,34
850,Beehive-Textbook in English for Class IX,"English, Paperback, Ncert",4.2,2725,72,100,28
851,Class Notes Of Maths (English) By Rakesh Yadav Sir,"Paperback, Rakesh Yadav",4.3,3722,235,330,28
852,"Objective Biology ( Dr. Ali)-2019 For Neet , Aiims & Ji...","Paperback, DR. ALI",4.5,687,599,1050,42
853,Set Of 3( Three )Classic Books,"Paperback, sapiens and stephens hawking",3.9,452,380,1228,69
854,Train to Pakistan,"English, Paperback, Singh Khushwant",4.4,9220,150,595,74
855,Drishti Samanya Vigyan,"Hindi, Paperback, unknown",4.3,860,187,389,51
856,Indian Superfoods,"Marathi, Paperback, Rujuta Divekar",4.1,37,178,199,10
857,Indian Political Thought,"Paperback, O. P. Gauba",4.3,252,250,300,16
858,Mathematics for Class 11 Examination 2020-2021,"English, Paperback, Sharma R.D.",4.6,853,612,695,11
859,IAS COMBO Indian Economy By Ramsh Singh 10th Edition An...,"Paperback, RAMESH SINGH, MAJID HUSSAIN",4.2,441,508,1250,59
860,Quantitative Aptitude Quantum Cat 2020,"English, Paperback, Sarvesh K Verma",4.7,258,507,845,40
861,Kiran SSC 10+2 Delhi Police Constable CBE Practice Work...,"Paperback, EXPERTS OF PANEL",3.8,15,254,295,13
862,MTG NEET 32-YEARS CHAPTERWISE SOLVED PAPER SOLUTIONS (2...,"Paperback, MTG",3.7,14,599,950,36
863,Bharat Ka Prachin Itihas,"Fine Paperback, Hindi, Ram Sharan Sharma",4.1,99,234,299,21
864,Indian Air Force Airman Group 'X' Physics - Complete St...,"English, Paperback, unknown",4.3,816,147,165,10
865,WBCS Guide Book Achiever's Special Edition,"Paperback, Bengali, GSCE Experts",4.4,123,369,400,7
866,Evergreen Self Study In Social Science For Class 10 By ...,"Paperback, Ks Randhawa",4.6,255,420,453,7
867,G S Pointer 2020,"Paperback, SSGCP GROUP",4.4,23,195,240,18
868,Chanakya Neeti,"Gujarati, Paperback, Mishra Rajeshwar",4.3,115,81,100,19
869,"A Naturalist's Guide to the Trees & Shrubs of India, Pa...","English, Paperback, Sachdeva Pardeep",4.2,60,317,499,36
870,Chanakya Neeti,"Bengali, Paperback, Mishra Rajeshwar",4.4,1439,108,150,28
871,Domestic Data Entry Operator Class 9th,"YES, NCERT",4.3,199,160,248,35
872,NEET Most Wanted Biology: 40 Day Revision Plan For NEET...,"Paperback, Dr. Pooja Vyas, Dr. Aryan Raj",4.5,446,331,480,31
873,CDS Maths : Fastrack With Shortcut Tricks,"English, Paperback, DDE",4.5,82,341,552,38
874,Mathematics Class 9th,"Paperback, ncert",4.3,261,145,170,14
875,Bolna Hi Hai,"Hindi, Paperback, Kumar Ravish",4.7,668,215,250,14
876,Xam Idea Social Science For Class-10 As Per The Latest ...,"Paperback, A Panal of teacher",4.2,97,478,504,5
877,Prilims Special PCS-J 2020 (2011-E),"Hindi, Paperback, SSGCP GROUP",4.3,63,430,550,21
878,Data Structures with C (Schaum's Outline Series),"English, Paperback, Lipschutz Seymour",4.3,475,449,625,28
879,Cbse All in One Social Science Class 10,"English, Paperback, Madhumita Patra",4.3,2198,346,475,27
880,A complete biography of Abraham Lincoln,"English, Paperback, Lord Charnwood",4.2,846,137,160,14
881,Contract I Law of Contract 1 With Specific Relief Act,"English, PAPER BACK, Bangia R K",4.3,348,370,435,14
882,ISC Workbook On REVERIE (ISC Collection Of Poems),"Paperback, Xavier Pinto",4.5,176,221,250,11
883,Mein Kampf - An Autobiography,"English, Paperback, Hitler Adolf",4.4,3369,199,250,20
884,India After Gandhi,"English, Paperback, Guha Ramachandra",4.6,5680,12,15,20
885,Phir Meri Yaad,"Hindi, Paperback, Vishwas Kumar",4.4,1189,168,199,15
886,Pracheen Bharat (Ancient India),"Paperback, Hindi, S. K. Pandey",4.3,254,260,300,13
887,Upsc Syllabus & Tips to Crack IAS Prarambhik & Mukhya P...,"Hindi, Electronic book text, Experts Disha",4.2,3023,111,150,26
888,Drishti Ias Mains Solved Papers,"Paperback, Hindi, DRISTI",4.8,9,269,360,25
889,Indian Air Force Airmen Group 'Y' (Non-Technical Trades...,"Hindi, Paperback, ExamCart Experts",4.1,447,272,319,14
890,"Srimad Bhagavad Gita As It Is : Hindi
(New Edition)","Hardcover, Hindi, His Divine Grace A. C. Bhaktivedanta Swami Prabhupada",4.6,2088,196,410,52
891,Brunner and Suddarth's Textbook of Medical-Surgical Nur...,"English, Paperback, Sharma Suresh K.",4.4,167,1389,2550,45
892,Spectrum Adhunik Bharat KA Itihas (Latest 2018)A Brief ...,"Paperback, Hindi, Rajiv Ahir (IPS)",4.1,1006,287,410,30
893,How to Stop Worrying and Start Living,"English, Paperback, DALE CARNEGIE",4.4,905,129,199,35
894,How to Stop Worrying and Start Living,"English, Paperback, Dale Carnegie",4.4,905,145,150,3
895,How To Stop Worrying And Start Living,"English, Paperback, Dale Carnegie",4.4,905,140,225,37
896,How To Stop Worrying & Start Living,"English, Paperback, Dale Carnegie",4.3,40,134,175,23
897,How to Stop Worrying and Start Living,"English, Undefined, Carnegie Dale",4.4,6149,140,150,6
898,HOW TO STOP WORRYING AND START LIVING,"English, Paperback, DALE CARNEGIE",4.4,905,120,160,25
899,Bharat Evam Vishva Ka Bhugol,"Hindi, Paperback, Husain Majid",4.4,237,411,545,24
900,Beyond Good & Evil,"English, Paperback, Friedrich Nietzsche",4.4,218,87,125,30
901,The Topper Choice For Class-X,"Hardcover, Hindi, Jai Publication",4.8,8,460,499,7
902,PROBLEM IN INORGANIC CHEMISTRY FOR NEET BALAJI,"Paperback, V.K.JAISWAL",4.3,24,380,398,4
903,Bihar General Knowledge,"Paperback, RITESH KUMAR",4.5,18,332,410,19
904,Bharat Ka Bhugol,"Paperback, Hindi, S.K OJHA",4.4,74,220,240,8
905,Integral Calculus for JEE Main & Advanced,"English, Paperback, Amit M Agarwal",4.4,456,247,260,5
906,Bahgavad Gita,"Hardcover, Bengali, A.C. Bhaktivendanta Swami Prabhupad",4.7,998,259,399,35
907,SSC Mathematics 1999-2020,"Paperback, Hindi, Rakesh Yadav",4.2,212,460,590,22
908,APPLIED MATHEMATICS CLASS-XI (VOLUME-1 & 2),"Paperback, R.D. SHARMA",4.6,14,614,645,4
909,Sriram Economy - 2020 [latest Material],"SPIRAL BOUND, SRIRAM IAS",4.4,152,243,399,39
910,"Physics Part 1 & 2, Chemistry Part -1 & 2 And Mathemati...","Paperback, NCERT",4.1,218,660,900,26
911,The Official Cambridge Guide to IELTS Student's Book wi...,"English, Mixed media product, Cullen Pauline",4.4,401,428,735,41
912,10 Last Years Solved Papers Humanities Stream : CBSE Cl...,"Paperback, Oswal",3.9,9,595,799,25
913,Rrb Group-D Level 1 Guide 2019,"Hindi, Paperback, unknown",4.3,448,175,255,31
914,Prachin Aevam Purva Madhyakalin Bharat Ka Ithihas : Pas...,"Hindi, Paperback, Upinder Singh",4.5,675,594,769,22
915,Physics for JEE Main Third Edition,"English, Paperback, B. M. Sharma",4.3,453,732,985,25
916,PHYSICS FOR JEE MAIN Third Edition,"English, Paperback, B. M. SHARMA",4.3,453,680,985,30
917,Physics for JEE Main Third Edition,"English, Paperback, B. M. Sharma",4.3,453,780,999,21
918,Java - The Complete Reference,"English, Paperback, Schildt Herbert",4.6,1733,751,1099,31
919,Java: The Complete Reference,"English, Paperback, Schildt Herbert",4.5,1288,553,999,44
920,NCERT Science (PCB) Complete Books Set For Class -11 (E...,"Hardcover, NCERT",4.1,36,740,780,5
921,Meditations,"English, Paperback, Aurelius Marcus",4.5,1241,87,125,30
922,How to Become Rich,"English, Paperback, Pattanaik Devdutt",4.3,1519,138,195,29
923,Harry Potter and the Prisoner of Azkaban,"English, Paperback, Rowling J. K.",4.7,6490,336,499,32
924,UPSI Upnirakshak Nagrik Police Online Exam Solved Paper...,"Hindi, Paperback, SSGCP GROUP",4.4,162,323,350,7
925,17 Years' Chapterwise Solutions Chemistry Jee Main 2020,"English, Paperback, Arihant Experts",4.5,1122,245,285,14
926,Essential Grammar In Use,"English, Mixed media product, Murphy Raymond",4.2,722,254,425,40
927,Nhm (Cho) Community Health Officer Ki Bharti Pariksha G...,"Paperbeck, Hindi, Experienced Teacher",3.9,91,330,400,17
928,My First Book of Patterns Capital Letter,"English, Paperback, unknown",4.5,1068,46,199,76
929,One Of Us Is Lying,"English, Paperback, McManus Karen",4.5,105,227,350,35
930,Mathematics For Nda And Na,"Paperback, DR. R.S. AGGARWAL",4.5,55,407,650,37
931,A Competitive book of Agriculture (Hindi),"Hindi, Paperback, Nem Raj Sunda",4.2,619,284,350,18
932,Drishti Paryavaran Avam Paristhitiki,"Paperback, Hindi, Drishti Publications",4.4,291,270,380,28
933,Cambridge IELTS 13 General Training with Answers Authen...,"English, Cambridge University Press, Cambridge University Press",4.4,45,322,550,41
934,Bhartiya Arthavyavstha,"PEPARBACK, Marathi, RANJAN KOLAMBE",4.5,212,281,330,14
935,A Handbook for Computer Science /it Engineering,"English, Paperback, unknown",4.3,1395,259,300,13
936,Biology Text Book For Class 11+12,"Paperback, NCERT",4.0,141,371,425,12
937,17 Years' Chapterwise Solutions Physics Jee Main 2020,"English, Paperback, Arihant Experts",4.5,1367,201,285,29
938,BK's Odisha Objective General Knowledge (For All Compet...,"English, Paperback, Sangram Keshari Rout, Bijay Kumar Mohapatra",4.5,126,185,225,17
939,SSC: Delhi Police Constable (Executive) Previous Years’...,"Paperback, RPH Editorial Board",3.7,10,88,90,2
940,MPSC UPSC Adhunik Bharatacha Itihas : Ranjan Kolambe,"Paperback, Marathi, Ranjan Kolambe",4.3,163,273,300,9
941,Our Pasts 3 Part 1 History Textbook For Class 8,"Paperback, NCERT EXPERTS",4.3,232,46,135,65
942,NCERT Books Set Class 5 (English Medium - Binded Books),"Hardcover, NCERT",3.9,114,345,375,8
943,Adhunik Bharat Ka Itihas,"Paperback, Hindi, Spectrum",4.3,87,260,410,36
944,4TH Edition Thoroughly Revised Western Political Though...,"English, Paperback, National paperbacks",4.5,51,319,350,8
945,Universal's Guide To CLAT L.L.B Entrance Examination Mo...,"Paperback, MANISH ARORA",4.4,123,741,925,19
946,Indian Army Soldier Nursing Assistant Recruitment Exam ...,"Hindi, Paperback, RPH Editorial Board, M L Batura",4.3,50,119,140,15
947,All The Light We Cannot See,"English, Paperback, Anthony Doerr",4.6,1928,683,899,24
948,Oliveboard Puzzle Mania,"English, Paperback, Oliveboard",4.5,1090,399,595,32
949,Think & Grow Rich,"English, Paperback, Hill Napoleon",4.5,3184,100,125,20
950,Oxford Junior English Translation,"Hindi, Paperback, Sinha",4.4,234,89,120,25
951,Subhash Chandra Bose - The Springing Tiger,"English, Paperback, Toye Hugh",4.6,214,270,325,16
952,"Think & Grow Rich - Magic Formula for Success, Wealth a...","Tamil, Paperback, Hill Napoleon",4.4,485,203,250,18
953,The Power of Positive Thinking,"English, Book, Peale Norman Vincent",4.4,345,149,170,12
954,The Power Of Positive Thinking,"English, Paperback, Peale Norman Vincent",4.4,345,154,195,21
955,Vasant (Bhag-3) Textbook Of Hindi For Class 8th,"Paperback, Hindi, Experts' Panel",4.2,71,53,60,11
956,Sampurna Yog Vidya,"Hindi, Paperback, Trilok Rajeev Jain",4.4,786,210,325,35
957,Understanding Society NCERT Class 11th,"English, Paperback, NCERT",4.3,82,361,384,5
958,ENGLISH CONVERSATION PRACTICE,"English, Paperback, Taylor Grant",4.2,4150,200,280,28
959,Programming in C,"English, Paperback, unknown",4.4,323,427,489,12
960,Design of Machine Elements,"English, Paperback, Bhandari V. B.",4.4,2118,572,715,20
961,Indian Army MER Technical Rerutiement Exam Complete Gui...,"Paperback, Hindi, Yajvendra Yadav, Ram Singh Yadav",4.3,73,149,180,17
962,Mechanics I - For JEE (Advanced) 3 Edition,"English, Paperback, B. M. Sharma",4.6,79,564,849,33
963,Meluhayile Chiranjeevikal,"English, Paperback, Tripathi Amish",4.6,490,235,250,6
964,UPSC CSE (Mains) Previous Years' Solved Papers 2013-19,"English, Paperback, Drishti Publications",4.5,135,319,350,8
965,My First Board Book Of All In One,"HARD BOND, EDITORIAL TEAM",4.5,176,220,250,12
966,Computer Exam Planner Chapterwise Solved Papers,"Paperback, Hindi, yct",4.1,121,240,295,18
967,Master Reasoning Book Verbal & Non-Verbal,"Hindi, Paperback, Singh K. K.",4.1,184,545,625,12
968,Oxford School ATLAS - Highly Detailed Maps Latest Relia...,"English, Paperback, Oxford",4.5,5889,329,395,16
969,"The Code Of Civil Procedure, 1908 Incorporating The Com...","Paperback, Universal",4.6,157,218,295,26
970,Chanchal Ghosh Reasoning( Verbal And Non Verbal),"Paperback, Bengali, Chanchal Ghosh",4.3,205,170,210,19
971,"BAL VIKAS AVAM SHIKSHASHASTRA, HINDI, 2/E, PB","Hindi, new, Kumari D",4.3,766,90,105,14
972,Business Studies Class 12th Part - I Principles And Fun...,"Paperback, ncert",4.3,97,105,155,32
973,Law of Torts with Consumer Protection Act,"English, Paperback, Bangia R.K.",4.5,682,435,525,17
974,Indian Economy Key Concepts,"English, Paperback, Karuppiah Sankarganesh",4.4,895,225,265,15
975,A Textbook Of Information Technology For Class 10 (Subj...,"Paperback, goyal brother prakashan",4.2,287,429,499,14
976,Problems in General Physics,"English, Paperback, Irodov I.E.",4.5,6717,90,100,10
977,Quantitative Aptitude For Competitive Examinations,"Paperback, R.S.Aggarwal",4.6,9,545,750,27
978,Physics Part I Textbook For Class XI,"Paperback, ncert",4.7,6,158,160,1
979,Developmental Psychology 5E,"English, Paperback, Hurlock Elizabeth B.",4.4,362,537,765,29
980,As A Man Thinketh - A Person is Limited Only By Thought...,"English, Paperback, Allen James",4.4,3141,156,175,10
981,"Vapurza, Marathi By V P Kale","Paperback, Marathi, v p kale",4.4,57,187,220,15
982,Autobiography of a Yogi,"English, Paperback, Yogananda Paramahansa",4.6,1336,105,225,53
983,Wuthering Heights,"English, Paperback, Bronte Emily",5.0,3,197,250,21
984,Ncert Sampurna Hal - Rasayan for Class XII,"Hindi, Paperback, M.A., B.Ed. Dr. Tomar Aditya Singh",4.4,309,175,185,5
985,Cengage Physics (3-Edition)(2019-20) 6-Book Set (Mech.-...,"Paperback, B.M.SHARMA",4.7,316,2790,4474,37
986,Five Point Someone - What Not to do at Iit,"English, Paperback, Bhagat Chetan",4.4,6178,114,195,41
987,Rich Dad Poor Dad,"Paperback, Malayalam, ROBERT T.KIYOSAKI &SHARON L.LECHTER",4.6,47,210,225,6
988,RRB NTPC (Railway Bharti Board Pariksha For 10+2 & Grad...,"Paperback, Hindi, SPARK",4.3,37,174,320,45
989,SARAT RACHANA SAMAGRA | Vol - 1,"Hardcover, Bengali, Sarat Chandra Chattopadhyay",4.4,263,165,220,25
990,UP POLICE MOOLVIDHI SAVINDHAN MANSIK AVAM ABHIRUCHI,"Hindi, Paperback, SD PUBLICATION",3.8,45,125,150,16
991,Mathematics for Joint Entrance Examination Jee (Advance...,"English, Paperback, Tewani G.",4.5,3627,620,889,30
992,"The Lexicon Nitishashtra (Ethics) , Satyanishtha (Integ...","Papar Back, Hindi, CHRONICLE",4.4,313,299,360,16
993,Review of Pediatrics & Neonatology,"English, Paperback, Mehra Taruna",4.4,68,849,995,14
994,Mein Kampf,"English, Hardcover, Hitler Adolf",4.4,3369,359,399,10
995,Mrs Funnybones,"Hindi, Book, Khanna Twinkle",3.7,30,170,200,15
996,Cracking the Csat Paper-2,"Hindi, Paperback, unknown",4.3,517,552,785,29
997,Mathematics for Joint Entrance Examination Jee (Advance...,"English, Paperback, Tewani G.",4.5,3627,615,819,24
998,Mathematics for Joint Entrance Examination Jee (Advance...,"English, Paperback, Tewani G.",4.5,3627,355,509,30
999,Mathematics for Joint Entrance Examination Jee (Advance...,"English, Paperback, Tewani G.",4.5,3627,525,699,24
1000,Mathematics for Joint Entrance Examination JEE (Advance...,"English, Paperback, Tewani G.",4.5,3627,565,719,21
1001,1000 Most Probable IAS Prelim MCQS with Additional 500 ...,"English, Paperback, Malik Ashish",4.5,59,199,325,38
1002,The Origin of Species,"English, Paperback, Darwin Charles",4.5,2180,196,225,12
1003,Objective NCERT at your Fingertip Biology XI-XII (Hindi...,"Hindi, Paperback, MTG Editorial Board",4.3,503,614,800,23
1004,Post Graduate Entrance Examination Commerce,"English, Paperback, Arihant Experts",4.3,175,147,205,28
1005,Chemistry Part 1 Class XI,"English, Paperback, unknown",4.2,1855,178,190,6
1006,All In One Economics Class 12,"Paperback, Akansha Sharma, Ritu Batra",4.3,11,330,375,12
